350;29.246545
355;25.112329
360;20.571548
365;16.788849
370;14.288824
375;13.63487
380;14.4038
385;16.185926
390;18.149348
395;19.850155
400;20.879763
405;21.172489
410;20.588603
415;19.303783
420;17.344904
425;15.017905
430;12.427055
435;9.847196
440;7.544963
445;5.866173
450;4.857618
455;4.646446
460;5.131634
465;6.21265
470;7.6791
475;9.396908
480;11.158689
485;12.841238
490;14.332338
495;15.563677
500;16.494179
505;17.109827
510;17.418289
515;17.426535
520;17.152999
525;16.621953
530;15.863633
535;14.913472
540;13.811469
545;12.601428
550;11.329905
555;10.045971
560;8.798063
565;7.632624
570;6.59196
575;5.736814
580;5.057705
585;4.561284
590;4.281432
595;4.216346
600;4.346349
605;4.656443
610;5.126234
615;5.731624
620;6.446466
625;7.265337
630;8.140866
635;9.02453
640;9.915752
645;10.794887
650;11.64505
655;12.451973
660;13.204375
665;13.893299
670;14.511983
675;15.055603
680;15.52101
685;15.910786
690;16.225917
695;16.456673
700;16.608615
705;16.683779
710;16.684797
715;16.614801
720;16.477287
725;16.301408
730;16.069913
735;15.757783
740;15.395063
745;14.986624
750;14.537497
755;14.08621
760;13.605627
765;13.066263
770;12.506892
775;11.932894
780;11.349619
785;10.795647
790;10.241298
795;9.659372
800;9.088136
